"","year","species_id","plot_id"
"246",1977,"DM",13
"247",1977,"DS",2
"248",1977,"OT",22
"249",1977,"DM",13
"250",1977,"DS",18
"251",1977,"DM",2
"252",1977,"DS",6
"253",1977,"DM",20
"254",1977,"DM",20
"255",1977,"DM",18
"256",1977,"DM",6
"257",1977,"DM",2
"258",1977,"DM",18
"259",1977,"DM",2
"260",1977,"DM",22
"261",1977,"DM",6
"262",1977,"PE",20
"263",1977,"DM",1
"264",1977,"DS",9
"265",1977,"DM",9
"266",1977,"NL",2
"267",1977,"DS",22
"268",1977,"DM",2
"269",1977,"DM",6
"270",1977,"DM",1
"271",1977,"DS",9
"272",1977,"NL",18
"273",1977,"DM",9
"274",1977,"OL",2
"275",1977,"DM",20
"276",1977,"DS",1
"277",1977,"OL",6
"278",1977,"DS",9
"279",1977,"PE",2
"280",1977,"DM",18
"281",1977,"NL",20
"282",1977,"NL",22
"283",1977,"DM",6
"284",1977,"DM",13
"285",1977,"DM",1
"286",1977,"DS",20
"287",1977,"DM",17
"288",1977,"DM",17
"289",1977,"DM",14
"290",1977,"DM",17
"291",1977,"DS",11
"292",1977,"DO",3
"293",1977,"DM",4
"294",1977,"DO",3
"295",1977,"DM",11
"296",1977,"OT",17
"297",1977,"NL",11
"298",1977,"DM",19
"299",1977,"OT",17
"300",1977,"DS",14
"301",1977,"DS",17
"302",1977,"DM",19
"303",1977,"DM",3
"304",1977,"DM",21
"305",1977,"DM",14
"306",1977,"DM",16
"307",1977,"DM",19
"308",1977,"DS",4
"309",1977,"DS",17
"310",1977,"DS",11
"311",1977,"RM",19
"312",1977,"DM",11
"313",1977,"DM",19
"314",1977,"NL",14
"315",1977,"DM",3
"316",1977,"DM",15
"317",1977,"DO",17
"318",1977,"DM",17
"319",1977,"DM",14
"320",1977,"DM",17
"321",1977,"OL",17
"322",1977,"DS",4
"323",1977,"DO",17
"324",1977,NA,7
"325",1977,NA,10
"326",1977,NA,23
"327",1977,"DS",8
"328",1977,"DM",16
"329",1977,"DS",5
"330",1977,"DM",5
"331",1977,"DS",12
"332",1977,"PF",12
"333",1977,"OX",19
"334",1977,"DM",5
"335",1977,"DS",5
"336",1977,"DM",12
"337",1977,"DO",8
"338",1977,"DM",12
"339",1977,"DS",8
"340",1977,"DM",12
"341",1977,"DS",5
"342",1977,"DM",16
"343",1977,"PF",21
"344",1977,"NL",3
"345",1977,"DM",22
"346",1977,"DM",2
"347",1977,"DM",6
"348",1977,"DM",13
"349",1977,"NL",2
"350",1977,"DM",2
"351",1977,"OL",22
"352",1977,"DM",1
"353",1977,"NL",18
"354",1977,"DM",2
"355",1977,"OT",2
"356",1977,"DO",1
"357",1977,"DS",9
"358",1977,"PF",13
"359",1977,"DM",18
"360",1977,"DM",20
"361",1977,"DM",2
"362",1977,"DS",1
"363",1977,"NL",2
"364",1977,"DM",9
"365",1977,"DM",1
"366",1977,"OL",2
"367",1977,"DS",20
"368",1977,"PF",9
"369",1977,"DM",20
"370",1977,"DM",9
"371",1977,"DM",13
"372",1977,"DM",22
"373",1977,"DM",6
"374",1977,"DM",18
"375",1977,"PF",9
"376",1977,"PF",1
"377",1977,"DS",9
"378",1977,"DO",1
"379",1977,"DM",14
"380",1977,"DM",17
"381",1977,"DS",17
"382",1977,"DM",17
"383",1977,"DS",11
"384",1977,"DM",11
"385",1977,"DS",17
"386",1977,"OL",21
"387",1977,"OL",21
"388",1977,"DM",11
"389",1977,"DS",14
"390",1977,"NL",11
"391",1977,"PF",11
"392",1977,"DS",11
"393",1977,"NL",14
"394",1977,"DS",4
"395",1977,"DM",14
"396",1977,"DM",14
"397",1977,"RM",17
"398",1977,"DS",4
"399",1977,"DM",17
"400",1977,"OL",21
"401",1977,NA,3
"402",1977,NA,15
"403",1977,NA,19
"404",1977,"DM",12
"405",1977,"DS",12
"406",1977,"NL",12
"407",1977,"DS",5
"408",1977,"PF",8
"409",1977,"DM",12
"410",1977,"DS",5
"411",1977,"DM",5
"412",1977,"DS",5
"413",1977,"DS",8
"414",1977,"DO",8
"415",1977,"DM",5
"416",1977,NA,7
"417",1977,NA,10
"418",1977,NA,16
"419",1977,NA,23
"420",1977,"DM",13
"421",1977,"DS",9
"422",1977,"DM",2
"423",1977,"DM",13
"424",1977,"DM",2
"425",1977,"DM",20
"426",1977,"DM",22
"427",1977,"DM",2
"428",1977,"DO",9
"429",1977,"DM",1
"430",1977,"PF",9
"431",1977,"OT",2
"432",1977,"PF",2
"433",1977,"DM",9
"434",1977,"PF",13
"435",1977,"NL",2
"436",1977,"DM",18
"437",1977,"DM",18
"438",1977,"DM",2
"439",1977,"DM",20
"440",1977,"PF",1
"441",1977,"OL",2
"442",1977,"OT",9
"443",1977,"DM",13
"444",1977,"DM",6
"445",1977,"OL",9
"446",1977,"OT",2
"447",1977,"DM",18
"448",1977,"DS",20
"449",1977,"DM",2
"450",1977,"DO",1
"451",1977,"DS",9
"452",1977,"OT",2
"453",1977,"DM",9
"454",1977,"DM",1
"455",1977,NA,7
"456",1977,NA,10
"457",1977,NA,16
"458",1977,NA,19
"459",1977,NA,23
"460",1977,"DS",12
"461",1977,"DM",14
"462",1977,"DM",17
"463",1977,"DS",4
"464",1977,"DS",5
"465",1977,"NL",5
"466",1977,"DS",4
"467",1977,"DO",8
"468",1977,"DM",11
"469",1977,"NL",12
"470",1977,"PF",4
"471",1977,"OT",5
"472",1977,"DS",11
"473",1977,"OT",21
"474",1977,"PF",8
"475",1977,"NL",11
"476",1977,"DS",8
"477",1977,"DS",17
"478",1977,"OT",3
"479",1977,"DM",14
"480",1977,"DS",14
"481",1977,"DM",17
"482",1977,"DM",17
"483",1977,"DS",8
"484",1977,"DM",11
"485",1977,"DS",11
"486",1977,"NL",14
"487",1977,"DM",12
"488",1977,"DM",12
"489",1977,"OT",11
"490",1977,"DM",14
"491",1977,"DS",11
"492",1977,"DS",12
"493",1977,"DS",4
"494",1977,"OT",4
"495",1977,"NL",17
"496",1977,"DM",17
"497",1977,"OT",5
"498",1977,"PF",3
"499",1977,"DS",11
"500",1977,"OT",21
"501",1977,"OT",21
"502",1977,"DM",5
"503",1977,NA,15
"504",1978,"OL",3
"505",1978,"DM",13
"506",1978,"NL",2
"507",1978,"DM",2
"508",1978,"DM",20
"509",1978,"NL",3
"510",1978,"PF",13
"511",1978,"DM",2
"512",1978,"DS",9
"513",1978,"OL",2
"514",1978,"PF",9
"515",1978,"DO",9
"516",1978,"DM",9
"517",1978,"PE",2
"518",1978,"DM",2
"519",1978,"DM",2
"520",1978,"PF",3
"521",1978,"DM",2
"522",1978,"DM",2
"523",1978,"DM",2
"524",1978,"DM",20
"525",1978,"DM",6
"526",1978,"DS",9
"527",1978,"DM",2
"528",1978,"DS",20
"529",1978,"DM",9
"530",1978,"DM",13
"531",1978,"NL",20
"532",1978,"PF",2
"533",1978,"DM",2
"534",1978,"OT",2
"535",1978,NA,7
"536",1978,NA,22
"537",1978,"OT",14
"538",1978,"DM",17
"539",1978,"DM",17
"540",1978,"DS",17
"541",1978,"DM",11
"542",1978,"DM",1
"543",1978,"DS",4
"544",1978,"OL",14
"545",1978,"DM",1
"546",1978,"NL",11
"547",1978,"OT",8
"548",1978,"DS",8
"549",1978,"DM",11
"550",1978,"DM",14
"551",1978,"DS",4
"552",1978,"DS",11
"553",1978,"DS",8
"554",1978,"NL",14
"555",1978,"DS",14
"556",1978,"DM",17
"557",1978,"DM",11
"558",1978,"DS",1
"559",1978,"DM",14
"560",1978,"DS",17
"561",1978,"DS",11
"562",1978,NA,19
"563",1978,NA,23
"564",1978,"DS",18
"565",1978,"NL",12
"566",1978,"DM",18
"567",1978,"DM",12
"568",1978,"OT",21
"569",1978,"DS",5
"570",1978,"OT",5
"571",1978,"DM",18
"572",1978,"DM",18
"573",1978,"DS",5
"574",1978,"DM",18
"575",1978,"DM",18
"576",1978,"DM",18
"577",1978,"OT",21
"578",1978,"DM",18
"579",1978,"DM",5
"580",1978,"DM",12
"581",1978,NA,10
"582",1978,NA,15
"583",1978,NA,16
"584",1978,"OT",3
"585",1978,"DS",2
"586",1978,"DM",13
"587",1978,"OX",2
"588",1978,"NL",2
"589",1978,"DM",20
"590",1978,"PF",2
"591",1978,"DM",6
"592",1978,"DM",22
"593",1978,"DM",2
"594",1978,"DM",9
"595",1978,"DM",2
"596",1978,"DS",9
"597",1978,"DM",20
"598",1978,"OT",2
"599",1978,"OT",3
"600",1978,"DM",2
"601",1978,"DM",2
"602",1978,"DM",13
"603",1978,"OT",2
"604",1978,"PE",2
"605",1978,NA,19
"606",1978,NA,23
"607",1978,"DM",5
"608",1978,"DM",17
"609",1978,"DS",4
"610",1978,"DM",17
"611",1978,"OT",21
"612",1978,"DS",4
"613",1978,"DS",5
"614",1978,"DS",4
"615",1978,"DS",5
"616",1978,"DM",11
"617",1978,"DM",11
"618",1978,"DS",14
"619",1978,"DM",14
"620",1978,"DS",8
"621",1978,"PF",4
"622",1978,"DS",17
"623",1978,"OT",21
"624",1978,"DM",4
"625",1978,"DM",5
"626",1978,"OL",17
"627",1978,"DM",17
"628",1978,"DM",11
"629",1978,"NL",14
"630",1978,"OT",5
"631",1978,"OT",5
"632",1978,NA,7
"633",1978,"DS",8
"634",1978,NA,10
"635",1978,"DM",15
"636",1978,"DM",18
"637",1978,"DM",18
"638",1978,"DM",12
"639",1978,"DM",1
"640",1978,"DS",12
"641",1978,"DM",15
"642",1978,"DM",1
"643",1978,"DM",15
"644",1978,"DM",18
"645",1978,"DM",12
"646",1978,"NL",18
"647",1978,"DS",1
"648",1978,"DM",16
"649",1978,"DM",16
"650",1978,"PF",2
"651",1978,"DM",20
"652",1978,"PF",2
"653",1978,"DS",22
"654",1978,"DM",22
"655",1978,"NL",3
"656",1978,"DS",9
"657",1978,"DS",2
"658",1978,"OT",3
"659",1978,"OT",20
"660",1978,"DM",2
"661",1978,"NL",2
"662",1978,"PF",13
"663",1978,"OT",2
"664",1978,"DM",2
"665",1978,"DM",20
"666",1978,"OL",13
"667",1978,"DM",20
"668",1978,"OT",3
"669",1978,"DS",9
"670",1978,"OT",2
"671",1978,"PE",2
"672",1978,"PF",3
"673",1978,"PE",2
"674",1978,"DS",20
"675",1978,NA,6
"676",1978,NA,23
"677",1978,"DS",5
"678",1978,"DS",4
"679",1978,"DS",5
"680",1978,"DM",17
"681",1978,"DS",14
"682",1978,"OT",21
"683",1978,"PF",21
"684",1978,"DM",4
"685",1978,"DS",17
"686",1978,"PF",4
"687",1978,"DS",5
"688",1978,"DS",4
"689",1978,"DS",11
"690",1978,"DM",11
"691",1978,"DS",4
"692",1978,"DM",14
"693",1978,"OT",21
"694",1978,"DM",11
"695",1978,"RM",17
"696",1978,"DM",5
"697",1978,"DM",11
"698",1978,"DM",14
"699",1978,"DM",5
"700",1978,"DM",5
"701",1978,"OL",17
"702",1978,"DM",5
"703",1978,"DS",17
"704",1978,"DM",5
"705",1978,"DS",11
"706",1978,"OT",17
"707",1978,"DM",17
"708",1978,"OT",5
"709",1978,NA,10
"710",1978,"DS",8
"711",1978,"DM",18
"712",1978,"DM",15
"713",1978,"OT",8
"714",1978,"DM",15
"715",1978,"DM",18
"716",1978,"DM",15
"717",1978,"DM",1
"718",1978,"DO",8
"719",1978,"DM",18
"720",1978,"DS",8
"721",1978,"DM",1
"722",1978,"OL",16
"723",1978,"OT",8
"724",1978,"DM",15
"725",1978,"DS",1
"726",1978,"DM",18
"727",1978,NA,7
"728",1978,NA,12
"729",1978,"DM",15
"730",1978,NA,19
"731",1978,"DS",2
"732",1978,"OT",2
"733",1978,"DM",2
"734",1978,"DM",6
"735",1978,"OT",6
"736",1978,"NL",6
"737",1978,"DM",9
"738",1978,"PF",13
"739",1978,"PE",13
"740",1978,"OL",13
"741",1978,"DS",13
"742",1978,"PE",13
"743",1978,"DM",20
"744",1978,"PE",20
"745",1978,"DM",22
"746",1978,"OT",22
"747",1978,"DM",9
"748",1978,"NL",2
"749",1978,"DS",2
"750",1978,"PF",9
"751",1978,"DM",13
"752",1978,"DS",9
"753",1978,"DM",20
"754",1978,"DM",2
"755",1978,"NL",3
"756",1978,"OT",21
"757",1978,"DM",2
"758",1978,"DM",9
"759",1978,"DS",22
"760",1978,"DS",9
"761",1978,"DS",9
"762",1978,"SS",13
"763",1978,"DS",20
"764",1978,"DM",2
"765",1978,"DM",9
"766",1978,"DM",22
"767",1978,"DM",13
"768",1978,"OL",13
"769",1978,NA,6
"770",1978,"DM",4
"771",1978,"DM",4
"772",1978,"DM",5
"773",1978,"DM",5
"774",1978,"DM",5
"775",1978,"DM",5
"776",1978,"DM",5
"777",1978,"OT",8
"778",1978,"DM",8
"779",1978,"SA",11
"780",1978,"DM",11
"781",1978,"DM",11
"782",1978,"DM",11
"783",1978,"DS",14
"784",1978,"OT",17
"785",1978,"DM",17
"786",1978,"DS",11
"787",1978,"DS",5
"788",1978,"DM",17
"789",1978,"DS",8
"790",1978,"DS",5
"791",1978,"DS",5
"792",1978,"DM",17
"793",1978,"DS",4
"794",1978,"DM",11
"795",1978,"DO",17
"796",1978,"DS",4
"797",1978,"DS",17
"798",1978,"DS",8
"799",1978,"DM",11
"800",1978,"DM",5
"801",1978,"DS",14
"802",1978,"DM",8
"803",1978,"DS",4
"804",1978,"DM",4
"805",1978,"DS",17
"806",1978,"DS",4
"807",1978,"DM",17
"808",1978,"DS",11
"809",1978,"DS",11
"810",1978,"DM",14
"811",1978,NA,19
"812",1978,NA,23
"813",1978,"SA",1
"814",1978,"DS",1
"815",1978,"DM",1
"816",1978,"DS",18
"817",1978,"DM",12
"818",1978,"DS",1
"819",1978,"DS",12
"820",1978,"DM",18
"821",1978,"DM",16
"822",1978,"DS",1
"823",1978,"DM",18
"824",1978,"DM",12
"825",1978,"NL",18
"826",1978,"OT",16
"827",1978,"DM",15
"828",1978,"DM",18
"829",1978,"DS",1
"830",1978,"DM",18
"831",1978,NA,7
"832",1978,NA,10
"833",1978,"PF",2
"834",1978,"DM",22
"835",1978,"DS",2
"836",1978,"DS",9
"837",1978,"DS",6
"838",1978,"DM",2
"839",1978,"DS",9
"840",1978,"DM",6
"841",1978,"DS",20
"842",1978,"DM",2
"843",1978,"DS",22
"844",1978,"DS",9
"845",1978,"NL",2
"846",1978,"DS",9
"847",1978,"DM",20
"848",1978,"NL",22
"849",1978,"DM",2
"850",1978,"DS",22
"851",1978,"DS",9
"852",1978,"DM",13
"853",1978,"DS",9
"854",1978,"DM",9
"855",1978,"DS",9
"856",1978,"DM",9
"857",1978,"SS",13
"858",1978,NA,3
"859",1978,"OT",21
"860",1978,"OL",14
"861",1978,"OL",21
"862",1978,"DS",5
"863",1978,"DS",5
"864",1978,"DS",12
"865",1978,"DM",20
"866",1978,"DM",12
"867",1978,"DM",6
"868",1978,"DS",6
"869",1978,"NL",20
"870",1978,"DS",22
"871",1978,"DS",6
"872",1978,"DS",20
"873",1978,"DS",22
"874",1978,"DM",20
"875",1978,"NL",5
"876",1978,"DM",6
"877",1978,"DS",12
"878",1978,NA,19
"879",1978,NA,23
"880",1978,"DM",16
"881",1978,"DM",18
"882",1978,"DS",11
"883",1978,"PM",17
"884",1978,"DS",18
"885",1978,"DM",11
"886",1978,"NL",3
"887",1978,"DM",11
"888",1978,"DM",17
"889",1978,"DS",18
"890",1978,"DS",17
"891",1978,"DM",17
"892",1978,"DS",17
"893",1978,"DS",14
"894",1978,"DM",17
"895",1978,"DS",4
"896",1978,"DS",4
"897",1978,"PP",11
"898",1978,"DM",11
"899",1978,"DM",18
"900",1978,"DM",15
"901",1978,"DS",4
"902",1978,"DS",4
"903",1978,"DM",14
"904",1978,"DS",11
"905",1978,"DM",17
"906",1978,"DM",11
"907",1978,"DM",14
"908",1978,"DO",17
"909",1978,"DM",4
"910",1978,"DM",17
"911",1978,"DS",9
"912",1978,"DS",2
"913",1978,"DM",1
"914",1978,"DM",2
"915",1978,"OT",13
"916",1978,"DS",8
"917",1978,"DS",1
"918",1978,"OT",2
"919",1978,"DO",8
"920",1978,"PF",8
"921",1978,"DS",8
"922",1978,"DS",1
"923",1978,"DM",1
"924",1978,"DM",2
"925",1978,"DM",9
"926",1978,"DO",1
"927",1978,"DS",9
"928",1978,"DS",1
"929",1978,"DS",1
"930",1978,"DM",2
"931",1978,"DS",9
"932",1978,"DM",1
"933",1978,"PP",2
"934",1978,"DS",2
"935",1978,NA,7
"936",1978,NA,10
"937",1978,"DS",12
"938",1978,"DM",20
"939",1978,"DS",8
"940",1978,"DS",11
"941",1978,"DM",17
"942",1978,"DM",20
"943",1978,"SS",8
"944",1978,"DS",9
"945",1978,"DS",12
"946",1978,"DM",11
"947",1978,"DM",17
"948",1978,"DM",9
"949",1978,"DS",22
"950",1978,"DO",8
"951",1978,"OL",17
"952",1978,"DM",20
"953",1978,"DS",12
"954",1978,"DM",22
"955",1978,"DS",9
"956",1978,"DS",17
"957",1978,"DM",12
"958",1978,"DM",20
"959",1978,"DS",8
"960",1978,"DM",12
"961",1978,"DO",8
"962",1978,"DS",22
"963",1978,"DS",17
"964",1978,"DM",9
"965",1978,"DS",9
"966",1978,"DM",17
"967",1978,"DS",22
"968",1978,"PF",22
"969",1978,"PF",21
"970",1978,"DM",12
"971",1978,"NL",17
"972",1978,"DS",9
"973",1978,"DS",9
"974",1978,"DS",11
"975",1978,"DM",17
"976",1978,"PF",8
"977",1978,"DO",17
"978",1978,"OT",21
"979",1978,"DM",11
"980",1978,"DS",20
"981",1978,"PP",11
"982",1978,"DS",12
"983",1978,NA,7
"984",1978,NA,10
"985",1978,NA,19
"986",1978,NA,23
"987",1978,"DM",6
"988",1978,"DS",18
"989",1978,"DS",4
"990",1978,"NL",2
"991",1978,"PP",13
"992",1978,"DM",14
"993",1978,"DS",2
"994",1978,"DM",18
"995",1978,"PF",2
"996",1978,"DS",18
"997",1978,"DS",18
"998",1978,"DS",14
"999",1978,"DM",18
"1000",1978,"DS",5
"1001",1978,"DM",18
"1002",1978,"SS",14
"1003",1978,"DS",1
"1004",1978,"DS",6
"1005",1978,"DS",5
"1006",1978,"DM",6
"1007",1978,"DM",1
"1008",1978,"DM",18
"1009",1978,"OT",3
"1010",1978,"DS",13
"1011",1978,"DS",1
"1012",1978,"DS",6
"1013",1978,"DO",1
"1014",1978,"DS",6
"1015",1978,"DS",1
"1016",1978,"DS",4
"1017",1978,"DM",5
"1018",1978,"DM",2
"1019",1978,"DS",1
"1020",1978,"DM",16
"1021",1978,"DS",1
"1022",1978,"DM",6
"1023",1978,"DS",4
"1024",1978,"DS",4
"1025",1978,"DM",14
"1026",1978,"OL",13
"1027",1978,"OT",13
"1028",1978,"DM",13
"1029",1978,"NL",18
"1030",1978,NA,15
"1031",1978,"DS",9
"1032",1978,"PP",11
"1033",1978,"DM",12
"1034",1978,"DM",17
"1035",1978,"DM",12
"1036",1978,"DS",12
"1037",1978,"DS",11
"1038",1978,"DM",20
"1039",1978,"DM",11
"1040",1978,"DS",12
"1041",1978,"DM",17
"1042",1978,"DO",8
"1043",1978,"DM",17
"1044",1978,"DS",22
"1045",1978,"DS",8
"1046",1978,"DS",12
"1047",1978,"DS",6
"1048",1978,"DM",8
"1049",1978,"DM",9
"1050",1978,"DS",22
"1051",1978,"DS",8
"1052",1978,"DM",17
"1053",1978,"DM",12
"1054",1978,"DS",22
"1055",1978,"DS",17
"1056",1978,"DM",17
"1057",1978,"DS",11
"1058",1978,"DM",12
"1059",1978,"DS",17
"1060",1978,"DM",12
"1061",1978,"DM",2
"1062",1978,"DM",2
"1063",1978,"DS",9
"1064",1978,"PF",21
"1065",1978,"DM",9
"1066",1978,"DS",12
"1067",1978,"OT",12
"1068",1978,"OL",17
"1069",1978,"DS",9
"1070",1978,"DO",17
"1071",1978,NA,7
"1072",1978,NA,10
"1073",1978,NA,19
"1074",1978,NA,23
"1075",1978,"DM",13
"1076",1978,"PP",15
"1077",1978,"DS",4
"1078",1978,"PP",15
"1079",1978,"DS",18
"1080",1978,"DM",14
"1081",1978,"NL",14
"1082",1978,"DM",1
"1083",1978,"NL",3
"1084",1978,"DM",4
"1085",1978,"DM",18
"1086",1978,"DS",14
"1087",1978,"NL",3
"1088",1978,"PP",14
"1089",1978,"DM",16
"1090",1978,"DM",18
"1091",1978,"DS",18
"1092",1978,"DM",13
"1093",1978,"DS",1
"1094",1978,"DM",18
"1095",1978,"DM",5
"1096",1978,"DS",5
"1097",1978,"DS",1
"1098",1978,"DM",16
"1099",1978,"DS",4
"1100",1978,"DS",5
"1101",1978,"DS",1
"1102",1978,"DS",4
"1103",1978,"DS",1
"1104",1978,"DM",14
"1105",1978,"DS",4
"1106",1978,"DS",4
"1107",1978,"DS",12
"1108",1978,"PE",17
"1109",1978,"DM",22
"1110",1978,"PE",17
"1111",1978,"DS",8
"1112",1978,"DM",17
"1113",1978,"DM",20
"1114",1978,"OT",21
"1115",1978,"DS",12
"1116",1978,"PP",12
"1117",1978,"OL",20
"1118",1978,"DS",17
"1119",1978,"NL",12
"1120",1978,"DM",11
"1121",1978,"DM",17
"1122",1978,"DS",11
"1123",1978,"DM",17
"1124",1978,"PF",21
"1125",1978,"DM",12
"1126",1978,"PP",20
"1127",1978,"DM",9
"1128",1978,"DS",22
"1129",1978,"DO",17
"1130",1978,"DS",17
"1131",1978,"NL",20
"1132",1978,"PM",19
"1133",1978,"DS",12
"1134",1978,"DM",11
"1135",1978,"PP",21
"1136",1978,"DM",12
"1137",1978,"DM",8
"1138",1978,"DM",9
"1139",1978,"DM",11
"1140",1978,"PM",19
"1141",1978,"DS",9
"1142",1978,"OL",21
"1143",1978,"DS",11
"1144",1978,"OT",19
"1145",1978,"DM",12
"1146",1978,"NL",17
"1147",1978,NA,10
"1148",1978,"DM",6
"1149",1978,"DM",16
"1150",1978,"DM",18
"1151",1978,"DS",2
"1152",1978,"DM",13
"1153",1978,"DS",18
"1154",1978,"DM",4
"1155",1978,"DS",6
